model,feature,importance
LightGBM,CH1_clearance_factor,11.0
LightGBM,CH1_spectral_energy,20.0
LightGBM,CH1_spectral_centroid,38.0
LightGBM,CH1_spectral_bandwidth,27.0
LightGBM,CH1_spectral_rolloff,28.0
LightGBM,CH1_dominant_freq,96.0
LightGBM,CH1_dominant_mag,68.0
LightGBM,CH2_mean,45.0
LightGBM,CH2_std,3.0
LightGBM,CH2_rms,0.0
LightGBM,CH2_max,28.0
LightGBM,CH2_min,42.0
LightGBM,CH2_peak2peak,14.0
LightGBM,CH2_abs_mean,17.0
LightGBM,CH2_energy,3.0
LightGBM,CH2_skewness,37.0
LightGBM,CH2_kurtosis,16.0
LightGBM,CH2_crest_factor,14.0
LightGBM,CH2_impulse_factor,4.0
LightGBM,CH2_shape_factor,17.0
LightGBM,CH2_clearance_factor,3.0
LightGBM,CH2_spectral_energy,25.0
LightGBM,CH2_spectral_centroid,47.0
LightGBM,CH2_spectral_bandwidth,25.0
LightGBM,CH2_spectral_rolloff,49.0
LightGBM,CH2_dominant_freq,41.0
LightGBM,CH2_dominant_mag,69.0
LightGBM,CH3_mean,67.0
LightGBM,CH3_std,11.0
LightGBM,CH3_rms,12.0
LightGBM,CH3_max,9.0
LightGBM,CH3_min,23.0
LightGBM,CH3_peak2peak,14.0
LightGBM,CH3_abs_mean,23.0
LightGBM,CH3_energy,14.0
LightGBM,CH3_skewness,37.0
LightGBM,CH3_kurtosis,41.0
LightGBM,CH3_crest_factor,14.0
LightGBM,CH3_impulse_factor,5.0
LightGBM,CH3_shape_factor,23.0
LightGBM,CH3_clearance_factor,5.0
LightGBM,CH3_spectral_energy,5.0
LightGBM,CH3_spectral_centroid,27.0
LightGBM,CH3_spectral_bandwidth,53.0
LightGBM,CH3_spectral_rolloff,48.0
LightGBM,CH3_dominant_freq,15.0
LightGBM,CH3_dominant_mag,46.0
LightGBM,CH4_mean,29.0
LightGBM,CH4_std,11.0
LightGBM,CH4_rms,3.0
LightGBM,CH4_max,13.0
LightGBM,CH4_min,28.0
LightGBM,CH4_peak2peak,8.0
LightGBM,CH4_abs_mean,50.0
LightGBM,CH4_energy,3.0
LightGBM,CH4_skewness,25.0
LightGBM,CH4_kurtosis,23.0
LightGBM,CH4_crest_factor,35.0
LightGBM,CH4_impulse_factor,13.0
LightGBM,CH4_shape_factor,12.0
LightGBM,CH4_clearance_factor,14.0
LightGBM,CH4_spectral_energy,4.0
LightGBM,CH4_spectral_centroid,40.0
LightGBM,CH4_spectral_bandwidth,21.0
LightGBM,CH4_spectral_rolloff,56.0
LightGBM,CH4_dominant_freq,40.0
LightGBM,CH4_dominant_mag,34.0
LightGBM,CH1_BPFI_1x,52.0
LightGBM,CH1_BPFI_2x,28.0
LightGBM,CH1_BPFI_3x,34.0
LightGBM,CH1_BPFO_1x,7.0
LightGBM,CH1_BPFO_2x,36.0
LightGBM,CH1_BPFO_3x,12.0
LightGBM,CH1_BSF_1x,31.0
LightGBM,CH1_BSF_2x,36.0
LightGBM,CH1_BSF_3x,28.0
LightGBM,CH1_Cage_1x,25.0
LightGBM,CH1_Cage_2x,44.0
LightGBM,CH1_Cage_3x,21.0
LightGBM,CH2_BPFI_1x,40.0
LightGBM,CH2_BPFI_2x,25.0
LightGBM,CH2_BPFI_3x,67.0
LightGBM,CH2_BPFO_1x,9.0
LightGBM,CH2_BPFO_2x,38.0
LightGBM,CH2_BPFO_3x,28.0
LightGBM,CH2_BSF_1x,39.0
LightGBM,CH2_BSF_2x,31.0
LightGBM,CH2_BSF_3x,46.0
LightGBM,CH2_Cage_1x,36.0
LightGBM,CH2_Cage_2x,7.0
LightGBM,CH2_Cage_3x,40.0
LightGBM,CH3_BPFI_1x,15.0
LightGBM,CH3_BPFI_2x,10.0
LightGBM,CH3_BPFI_3x,29.0
LightGBM,CH3_BPFO_1x,15.0
LightGBM,CH3_BPFO_2x,21.0
LightGBM,CH3_BPFO_3x,19.0
LightGBM,CH3_BSF_1x,30.0
LightGBM,CH3_BSF_2x,32.0
LightGBM,CH3_BSF_3x,34.0
LightGBM,CH3_Cage_1x,25.0
LightGBM,CH3_Cage_2x,25.0
LightGBM,CH3_Cage_3x,10.0
LightGBM,CH4_BPFI_1x,29.0
LightGBM,CH4_BPFI_2x,25.0
LightGBM,CH4_BPFI_3x,12.0
LightGBM,CH4_BPFO_1x,16.0
LightGBM,CH4_BPFO_2x,8.0
LightGBM,CH4_BPFO_3x,25.0
LightGBM,CH4_BSF_1x,14.0
LightGBM,CH4_BSF_2x,29.0
LightGBM,CH4_BSF_3x,28.0
LightGBM,CH4_Cage_1x,33.0
LightGBM,CH4_Cage_2x,13.0
LightGBM,CH4_Cage_3x,36.0
LightGBM,Torque_Nm_mean,24.0
LightGBM,Torque_Nm_std,41.0
LightGBM,Torque_Nm_min,20.0
LightGBM,Torque_Nm_max,14.0
LightGBM,Torque_Nm_last,24.0
LightGBM,Torque_Nm_slope,48.0
LightGBM,Motor_speed_rpm_mean,25.0
LightGBM,Motor_speed_rpm_std,60.0
LightGBM,Motor_speed_rpm_min,24.0
LightGBM,Motor_speed_rpm_max,41.0
LightGBM,Motor_speed_rpm_last,26.0
LightGBM,Motor_speed_rpm_slope,67.0
LightGBM,TC_SP_Front_C_mean,43.0
LightGBM,TC_SP_Front_C_std,57.0
LightGBM,TC_SP_Front_C_min,12.0
LightGBM,TC_SP_Front_C_max,10.0
LightGBM,TC_SP_Front_C_last,11.0
LightGBM,TC_SP_Front_C_slope,19.0
LightGBM,TC_SP_Rear_C_mean,37.0
LightGBM,TC_SP_Rear_C_std,57.0
LightGBM,TC_SP_Rear_C_min,18.0
LightGBM,TC_SP_Rear_C_max,10.0
LightGBM,TC_SP_Rear_C_last,10.0
LightGBM,TC_SP_Rear_C_slope,16.0
LightGBM,rpm_mean,5.0
LightGBM,sample_index,432.0
LightGBM,elapsed_time_sec,83.0
LightGBM,is_high_temp_mode,0.0
LightGBM,CH1_rms_roll_mean,37.0
LightGBM,CH1_kurtosis_roll_mean,84.0
LightGBM,CH2_rms_roll_mean,51.0
LightGBM,CH3_rms_roll_mean,53.0
LightGBM,CH4_rms_roll_mean,33.0
LightGBM,CH1_mean_roll_mean,126.0
LightGBM,CH2_mean_roll_mean,141.0
LightGBM,CH3_mean_roll_mean,77.0
LightGBM,CH4_mean_roll_mean,36.0
LightGBM,TC_SP_Front_C_mean_roll_mean,61.0
LightGBM,Motor_speed_rpm_mean_roll_mean,89.0
LightGBM,Torque_Nm_mean_roll_mean,34.0
LightGBM,CH3_Cage_1x_roll_mean,33.0
LightGBM,CH1_BPFI_1x_roll_mean,46.0
LightGBM,CH1_rms_roll_std,71.0
LightGBM,CH1_kurtosis_roll_std,36.0
LightGBM,CH2_rms_roll_std,28.0
LightGBM,CH3_rms_roll_std,43.0
LightGBM,CH4_rms_roll_std,62.0
LightGBM,CH1_mean_roll_std,59.0
LightGBM,CH2_mean_roll_std,119.0
LightGBM,CH3_mean_roll_std,47.0
LightGBM,CH4_mean_roll_std,112.0
LightGBM,TC_SP_Front_C_mean_roll_std,66.0
LightGBM,Motor_speed_rpm_mean_roll_std,45.0
LightGBM,Torque_Nm_mean_roll_std,32.0
LightGBM,CH3_Cage_1x_roll_std,50.0
LightGBM,CH1_BPFI_1x_roll_std,43.0
